test,test_name,scale,domain,subdomain,narrow,pass,verbal,timed,test_type,score_type,description
nabs,NAB-S,Numbers & Letters Part A Speed,Attention/Executive,Processing Speed,Psychomotor Speed,Attention,Nonverbal,Timed,npsych_test,t_score,Psychomotor speed
nabs,NAB-S,NAB Language Index,General Cognitive Ability,Verbal/Language,Language Index,,Verbal,,npsych_test,standard_score,A composite screening measure of language comprehension and word-finding abilities
nabs,NAB-S,NAB Spatial Index,General Cognitive Ability,Visual Perception/Construction,Visuospatial Index,,Nonverbal,,npsych_test,standard_score,"A composite screening measure of visuoperceptual skills, attention to detail, and visuoconstructional skills"
nabs,NAB-S,Naming,Verbal/Language,Word Retrieval,Naming,Knowledge,Verbal,Untimed,npsych_test,t_score,Screening of word-finding ability and retrieval fluency on a confrontation naming task
nabs,NAB-S,Digits Backward,Attention/Executive,Working Memory,Verbal Working Memory,Attention,Verbal,Untimed,npsych_test,t_score,A measure of both attentional capacity and working memory
nabs,NAB-S,Digits Backward Longest Span,Attention/Executive,Working Memory,Verbal Working Memory,Attention,Verbal,Untimed,npsych_test,raw_score,Working memory for orally presented information
nepsy2,NEPSY-2,Narrative Memory Recall,Memory,Delayed Recall,Story Memory,Sequential,Verbal,Untimed,npsych_test,scaled_score,"Narrative memory learning under free recall, cued recall, and recognition conditions"
nepsy2,NEPSY-2,Affect Recognition,Social Cognition,Emotion,Affect Recognition,Simultaneous,Verbal,Untimed,npsych_test,scaled_score,Ability to recognize affect from photographs of children's faces in four different tasks
nepsy2,NEPSY-2,Affect Recognition Neutral Errors,Social Cognition,Emotion,Affect Recognition,Simultaneous,Verbal,Untimed,npsych_test,scaled_score,Ability to recognize neutral affect
nepsy2,NEPSY-2,Statue,Attention/Executive,Executive,Cognitive Control,Attention,Nonverbal,Timed,npsych_test,scaled_score,Motor persistence and inhibition
nepsy2,NEPSY-2,Statue-Body Movement,Attention/Executive,Executive,Cognitive Control,Attention,Nonverbal,Timed,npsych_test,scaled_score,Motor persistence and inhibition (body)
nepsy2,NEPSY-2,Statue-Eye Opening,Attention/Executive,Executive,Cognitive Control,Attention,Nonverbal,Timed,npsych_test,scaled_score,Motor persistence and inhibition (eye opening)
nepsy2,NEPSY-2,Statue-Vocalization,Attention/Executive,Executive,Cognitive Control,Attention,Nonverbal,Timed,npsych_test,scaled_score,Motor persistence and inhibition (vocalization)
nepsy2,NEPSY-2,Word Generation-Initial Letter,Verbal/Language,Fluency,Phonemic Fluency,Sequential,Verbal,Timed,scaled_score,npsych_test,The patient's ability to generate words that fit a specific phonemic category within a time limit
nepsy2,NEPSY-2,Word Generation-Semantic,Verbal/Language,Fluency,Semantic Fluency,Sequential,Verbal,Timed,npsych_test,scaled_score,The patient's ability to generate words within specific semantically-related categories
nepsy2,NEPSY-2,Design Fluency,Attention/Executive,Generativity,Nonverbal Fluency,Sequential,Nonverbal,Timed,npsych_test,scaled_score,The patient's ability to generate novel designs while following specific rules within a time limit
nepsy2,NEPSY-2,Imitating Hand Positions,Motor,Graphomotor Control,Graphomotor Control,Simultaneous,Nonverbal,Untimed,npsych_test,scaled_score,Ability to imitate hand and finger positions
nepsy2,NEPSY-2,Imitating Hand Positions-Dominant,Motor,Graphomotor Control,Graphomotor Control,Simultaneous,Nonverbal,Untimed,npsych_test,scaled_score,Ability to imitate hand and finger positions (dominant hand)
nepsy2,NEPSY-2,Imitating Hand Positions-Nondominant,Motor,Graphomotor Control,Graphomotor Control,Simultaneous,Nonverbal,Untimed,npsych_test,scaled_score,Ability to imitate hand and finger positions (nondominant hand)
nepsy2,NEPSY-2,Visuomotor Precision,Motor,Graphomotor Speed,Graphomotor Speed,Sequential,Nonverbal,Timed,npsych_test,scaled_score,Graphomotor speed and accuracy
nepsy2,NEPSY-2,Visuomotor Precision Completion Time,Motor,Graphomotor Speed,Graphomotor Speed,Sequential,Nonverbal,Timed,npsych_test,scaled_score,Graphomotor speed and accuracy (time)
nepsy2,NEPSY-2,Visuomotor Precision Errors,Motor,Graphomotor Speed,Graphomotor Speed,Attention,Nonverbal,Timed,npsych_test,scaled_score,Graphomotor speed and accuracy (errors)
nepsy2,NEPSY-2,Visuomotor Precision Pencil Lifts,Motor,Graphomotor Speed,Graphomotor Speed,Attention,Nonverbal,Timed,npsych_test,scaled_score,Graphomotor speed and accuracy (pencil lifts
nepsy2,NEPSY-2,Body Part Identification,Verbal/Language,Knowledge,Acquired Knowledge,Simultaneous,Verbal,Untimed,npsych_test,scaled_score,Correctly identifying body parts
nepsy2,NEPSY-2,Design Copying,Visual Perception/Construction,Organization,Visuomotor Integration,Planning,Nonverbal,Untimed,npsych_test,scaled_score,The ability to copy 2-dimensional geometric figures
nepsy2,NEPSY-2,Narrative Memory Recognition,Memory,Recognition Memory,Story Memory Recognition,Sequential,Verbal,Untimed,npsych_test,scaled_score,Story memory recognition
nepsy2,NEPSY-2,Theory of Mind,Social Cognition,Social Perception,Theory of Mind,Sequential,Verbal,Untimed,npsych_test,scaled_score,Ability to understand mental functions and another s point of view
nepsy2,NEPSY-2,Theory of Mind Verbal,Social Cognition,Social Perception,Theory of Mind,Sequential,Verbal,Untimed,npsych_test,scaled_score,Ability to understand mental functions and another's point of view (verbal)
nepsy2,NEPSY-2,Oromotor Sequences,Verbal/Language,Speech,Speech Articulation,Sequential,Verbal,Untimed,npsych_test,scaled_score,Oromotor coordination in repeating articulatory sequences
nepsy2,NEPSY-2,Body Part Naming,Verbal/Language,Word Retrieval,Naming,Simultaneous,Verbal,Untimed,npsych_test,scaled_score,Correctly naming body parts
nepsy2,NEPSY-2,Sentence Repetition,Attention/Executive,Working Memory,Verbal Working Memory,Attention,Verbal,Untimed,npsych_test,scaled_score,Ability to repeat sentences of increasing complexity and length
pai,PAI,Physical Aggression,Psychiatric Disorders,Aggression,Aggression,,,,rating_scale,t_score,"suggest that losses of temper are more common and that the person is prone to more physical displays of anger, perhaps breaking objects or engaging in physical confrontations"
pai,PAI,Aggression,Psychiatric Disorders,Aggression,Aggressive Behavior,,,,rating_scale,t_score,"scores are indicative of an individual who may be seen as impatient, irritable, and quick-tempered"
pai,PAI,Aggressive Attitude,Psychiatric Disorders,Aggression,Aggressive Behavior,,,,rating_scale,t_score,suggest an individual who is easily angered and frustrated; others may perceive him as hostile and readily provoked
pai,PAI,Verbal Aggression,Psychiatric Disorders,Aggression,Aggressive Behavior,,,,rating_scale,t_score,"reflects a person who is assertive and not intimidated by confrontation and, toward the upper end of this range, he may be verbally aggressive"
pai,PAI,ALC Estimated Score,Substance Use,Alcohol Use,Estimated Alcohol Use,,,,rating_scale,t_score,Mathematical estimate of alcohol use derived from personality traits
pai,PAI,Alcohol Problems,Substance Use,Alcohol Use,Reported Alcohol Use,,,,rating_scale,t_score,are indicative of an individual who may drink regularly and may have experienced some adverse consequences as a result
pai,PAI,Antisocial Behaviors,Personality Disorders,Antisocial Personality,Antisocial Personality Disorder,,,,rating_scale,t_score,scores suggest a history of difficulties with authority and with social convention
pai,PAI,Antisocial Features,Personality Disorders,Antisocial Personality,Antisocial Personality Disorder,,,,rating_scale,t_score,"individuals are likely to be impulsive and hostile, perhaps with a history of reckless and/or antisocial acts"
pai,PAI,Egocentricity,Personality Disorders,Antisocial Personality,Antisocial Personality Disorder,,,,rating_scale,t_score,suggest a person who tends to be self-centered and pragmatic in interaction with others
pai,PAI,Stimulus-Seeking,Personality Disorders,Antisocial Personality,Antisocial Personality Disorder,,,,rating_scale,t_score,patient is likely to manifest behavior that is reckless and potentially dangerous to himself and/or those around him
pai,PAI,Physiological (A),Psychiatric Disorders,Anxiety,Anxiety,,,,rating_scale,t_score,"high scorers my not psychologically experience themselves as anxious, but show physiological signs that most people associate with anxiety"
pai,PAI,Anxiety-Related Disorders,Psychiatric Disorders,Anxiety,Anxiety Disorder,,,,rating_scale,t_score,reflecting multiple anxiety-disorder diagnoses and broad impairment associated with anxiety
pai,PAI,Obsessive-Compulsive,Psychiatric Disorders,Anxiety,Anxiety Disorder,,,,rating_scale,t_score,scores marked rigidity and significant ruminative concerns
pai,PAI,Phobias,Psychiatric Disorders,Anxiety,Anxiety Disorder,,,,rating_scale,t_score,"indicate impairing phobic behaviors, with avoidance of the feared object or situation"
pai,PAI,Affective (A),Psychiatric Disorders,Anxiety,Mood/Anxiety,,,,rating_scale,t_score,"high scorers experience a great deal of tension, have difficulty with relaxing and tend to be easily fatigued as a result of high-perceived stress"
pai,PAI,Anxiety,Psychiatric Disorders,Anxiety,Mood/Anxiety,,,,rating_scale,t_score,reflecting a generalized impairment associated with anxiety
pai,PAI,Cognitive (A),Psychiatric Disorders,Anxiety,Mood/Anxiety,,,,rating_scale,t_score,elevations indicate worry and concern about current (often uncontrollable) issues that compromise the person's ability to concentrate and attend
pai,PAI,Traumatic Stress,Psychiatric Disorders,Anxiety,Mood/Anxiety,,,,rating_scale,t_score,trauma (single or multiple) is the overriding focus of the person's life
pai,PAI,Inattention (INATTN) Index,ADHD,Attention,Inattention,,,,rating_scale,t_score,A proxy measure of attention problems based on personality traits
pai,PAI,Affective Instability,Personality Disorders,Borderline Personality,Borderline Personality Disorder,,,,rating_scale,t_score,"a propensity to experience a particular negative affect (anxiety, depression, or anger is the typical response)"
pai,PAI,Borderline Features,Personality Disorders,Borderline Personality,Borderline Personality Disorder,,,,rating_scale,t_score,behaviors typically associated with borderline personality disorder
pai,PAI,Identity Problems,Personality Disorders,Borderline Personality,Borderline Personality Disorder,,,,rating_scale,t_score,suggest uncertainty about major life issues and difficulties in developing and maintaining a sense of purpose
pai,PAI,Negative Relationships,Personality Disorders,Borderline Personality,Borderline Personality Disorder,,,,rating_scale,t_score,person is likely to be bitter and resentful about the way past relationships have gone
pai,PAI,Self-Harm,Personality Disorders,Borderline Personality,Borderline Personality Disorder,,,,rating_scale,t_score,reflect levels of impulsivity and recklessness that become more hazardous as scores rise
pai,PAI,Physiological (D),Psychiatric Disorders,Depression,Depression,,,,rating_scale,t_score,"elevations suggest a change in level of physical functioning, typically with a disturbance in sleep pattern, a decrease in energy and level of sexual interest and a loss of appetite and/or weight loss"
pai,PAI,Affective (D),Psychiatric Disorders,Depression,Mood/Depression,,,,rating_scale,t_score,"elevations suggest sadness, a loss of interest in normal activities and a loss if one's sense of pleasure in things that were previously enjoyed"
pai,PAI,Cognitive (D),Psychiatric Disorders,Depression,Mood/Depression,,,,rating_scale,t_score,a higher scorer is likely to report feeling hopeless and as having failed at most important life tasks
pai,PAI,Depression,Psychiatric Disorders,Depression,Mood/Depression,,,,rating_scale,t_score,"person feels hopeless, discouraged and useless"
pai,PAI,Suicidal Ideation,Psychiatric Disorders,Depression,Mood/Depression,,,,rating_scale,t_score,scores are typically of an individual who is seen in clinical settings
pai,PAI,DRG Estimated Score,Substance Use,Drug Use,Estimated Drug Use,,,,rating_scale,t_score,Predicted estimate of drug use derived from personality traits
pai,PAI,Drug Problems,Substance Use,Drug Use,Reported Drug Use,,,,rating_scale,t_score,scores are indicative of a person who may use drugs on a fairly regular basis and may have experienced some adverse consequences as a result
pai,PAI,Infrequency,Symptom Validity,Infrequent Responses,Infrequent Responses,,,,symptom_validity,t_score,Infrequency
pai,PAI,Dominance,Psychosocial Problems,Interpersonal,Interpersonal,,,,rating_scale,t_score,"Average scores reflect an individual who is likely to be able to adapt to different interpersonal situations, by being able to both take and relinquish control in these relationships as needed"
pai,PAI,Warmth,Psychosocial Problems,Interpersonal,Interpersonal,,,,rating_scale,t_score,"Average scores reflect an individual who is likely to be able to adapt to different interpersonal situations, by being able to tolerate close attachment but also capable of maintaining some distance in relationships as needed"
pai,PAI,Activity Level,Psychiatric Disorders,Mania/Hypomania,Mania/Hypomania,,,,rating_scale,t_score,this activity level renders the person confused and difficult to understand
pai,PAI,Grandiosity,Psychiatric Disorders,Mania/Hypomania,Mania/Hypomania,,,,rating_scale,t_score,"person may have little capacity to recognize personal limitations, to the point where one is not able to think clearly about one's capabilities"
pai,PAI,Irritability,Psychiatric Disorders,Mania/Hypomania,Mania/Hypomania,,,,rating_scale,t_score,person is very volatile in response to frustration and his judgment in such situations may be poor
pai,PAI,Mania,Psychiatric Disorders,Mania/Hypomania,Mania/Hypomania,,,,rating_scale,t_score,"scores are associated with disorders such as mania, hypomania, or cyclothymia"
pai,PAI,Hong Malingering Index,Symptom Validity,Negative Impression,Symptom Exaggeration,,,,symptom_validity,t_score,Hong Malingering Index
pai,PAI,Malingered Pain-Related Disability Discriminant Function,Symptom Validity,Negative Impression,Symptom Exaggeration,,,,symptom_validity,t_score,Malingered Pain-Related Disability Discriminant Function
pai,PAI,Malingering Index,Symptom Validity,Negative Impression,Symptom Exaggeration,,,,symptom_validity,t_score,Malingering Index
pai,PAI,Multiscale Feigning Index,Symptom Validity,Negative Impression,Symptom Exaggeration,,,,symptom_validity,t_score,Multiscale Feigning Index
pai,PAI,Negative Distortion Scale,Symptom Validity,Negative Impression,Symptom Exaggeration,,,,symptom_validity,t_score,Negative Distortion Scale
pai,PAI,Negative Impression Management,Symptom Validity,Negative Impression,Symptom Exaggeration,,,,symptom_validity,t_score,Negative Impression Management
pai,PAI,Rogers Discriminant Function,Symptom Validity,Negative Impression,Symptom Exaggeration,,,,symptom_validity,t_score,Rogers Discriminant Function
pai,PAI,Positive Impression Management,Symptom Validity,Positive Impresion,Defensiveness/Fake Good,,,,symptom_validity,t_score,Positive Impression Management
pai,PAI,Cashel Discriminant Function,Symptom Validity,Positive Impression,Defensiveness/Fake Good,,,,symptom_validity,t_score,Cashel Discriminant Function
pai,PAI,Defensiveness Index,Symptom Validity,Positive Impression,Defensiveness/Fake Good,,,,symptom_validity,t_score,Defensiveness Index
pai,PAI,Hong Defensiveness Index,Symptom Validity,Positive Impression,Defensiveness/Fake Good,,,,symptom_validity,t_score,Hong Defensiveness Index
pai,PAI,Positive Distortion Scale,Symptom Validity,Positive Impression,Defensiveness/Fake Good,,,,symptom_validity,t_score,Positive Distortion Scale
pai,PAI,Back Random Responding,Symptom Validity,Response Inconsistency,Response Inconsistency,,,,symptom_validity,t_score,Back Random Responding
pai,PAI,Hong Randomness Index,Symptom Validity,Response Inconsistency,Response Inconsistency,,,,symptom_validity,t_score,Hong Randomness Index
pai,PAI,Inconsistency,Symptom Validity,Response Inconsistency,Response Inconsistency,,,,symptom_validity,t_score,Inconsistency
pai,PAI,Hypervigilance,Psychiatric Disorders,Schizophrenia Spectrum,Schizophrenia Spectrum Disorder,,,,rating_scale,t_score,suggest a person who is pragmatic and skeptical in relationships
pai,PAI,Paranoia,Psychiatric Disorders,Schizophrenia Spectrum,Schizophrenia Spectrum Disorder,,,,rating_scale,t_score,individuals are likely to be overtly suspicious and hostile
pai,PAI,Persecution,Psychiatric Disorders,Schizophrenia Spectrum,Schizophrenia Spectrum Disorder,,,,rating_scale,t_score,suggest an individual who is quick to feel that they are being treated inequitably and easily believes that there is concerted effort among others to undermine their best interests
pai,PAI,Psychotic Experiences,Psychiatric Disorders,Schizophrenia Spectrum,Schizophrenia Spectrum Disorder,,,,rating_scale,t_score,person may strike others as peculiar and eccentric
pai,PAI,Resentment,Psychiatric Disorders,Schizophrenia Spectrum,Schizophrenia Spectrum Disorder,,,,rating_scale,t_score,increasing tendency to attribute any misfortunes to the neglect of others and to discredit the successes of others as being the result of luck or favoritism
pai,PAI,Schizophrenia,Psychiatric Disorders,Schizophrenia Spectrum,Schizophrenia Spectrum Disorder,,,,rating_scale,t_score,associated with an active schizophrenic episode
pai,PAI,Social Detachment,Psychiatric Disorders,Schizophrenia Spectrum,Schizophrenia Spectrum Disorder,,,,rating_scale,t_score,reflects a person who neither desires nor enjoys the meaning to personal relationships
pai,PAI,Thought Disorder,Psychiatric Disorders,Schizophrenia Spectrum,Schizophrenia Spectrum Disorder,,,,rating_scale,t_score,suggest problems in concentration and decision-making
pai,PAI,Nonsupport,Psychosocial Problems,Social Environment,Social Environment,,,,rating_scale,t_score,"social relationships are perceived as offering little support - family relationships may be either distant or combative, whereas friends are generally seen as unavailable or not helpful when needed"
pai,PAI,Stress,Psychosocial Problems,Social Environment,Social Environment,,,,rating_scale,t_score,individuals may be experiencing a moderate degree of stress as a result of difficulties in some major life area
pai,PAI,Conversion,Psychiatric Disorders,Somatic Symptom Disorder,Somatic Symptom Disorder,,,,rating_scale,t_score,"moderate elevations may be seen in neurological disorders with CNS impairment involving sensorimotor problems, MS, CVA/stroke, or neuropsychological associated with chronic alcoholism"
pai,PAI,Health Concerns,Psychiatric Disorders,Somatic Symptom Disorder,Somatic Symptom Disorder,,,,rating_scale,t_score,"elevations indicate a poor health may be a major component of the self-image, with the person accustomed to being in the patient role"
pai,PAI,Somatic Complaints,Psychiatric Disorders,Somatic Symptom Disorder,Somatic Symptom Disorder,,,,rating_scale,t_score,degree of concern about physical functioning and health matters and the extent of perceived impairment arising from somatic symptoms
pai,PAI,Somatization,Psychiatric Disorders,Somatic Symptom Disorder,Somatic Symptom Disorder,,,,rating_scale,t_score,"high scorers describe general lethargy and malaise, and the presentation is one of complaintiveness and dissatisfaction"
pai,PAI,Treatment Rejection,Psychosocial Problems,Treatment Considerations,Treatment Rejection,,,,rating_scale,t_score,"average scores suggest a person who acknowledges major difficulties in their functioning, and perceives an acute need for help in dealing with these problems"
pegboard,Grooved Pegboard,Dominant Hand Time,Motor,Fine Motor Dexterity,Dominant Hand Dexterity,Sequential,Nonverbal,Timed,npsych_test,t_score,Fine-motor dexterity (dominant hand)
pegboard,Grooved Pegboard,Nondominant Hand Time,Motor,Fine Motor Dexterity,Nondominant Hand Dexterity,Sequential,Nonverbal,Timed,npsych_test,t_score,Nondominant hand dexterity
rbans,RBANS,Attention Index,Attention/Executive,Attention,Attention Index,Attention,,,npsych_test,standard_score,General attentional and executive functioning
rbans,RBANS,RBANS Digit Span,Attention/Executive,Attention,Attention Span,Attention,Verbal,Untimed,npsych_test,scaled_score,Attention span and auditory attention
rbans,RBANS,Delayed Memory Index,Memory,Delayed Recall,Delayed Memory Index,,,,npsych_test,standard_score,Long-term recall of verbal and nonverbal material
rbans,RBANS,Story Recall,Memory,Delayed Recall,Story Memory,Sequential,Verbal,Untimed,npsych_test,scaled_score,Long-term recall of a detailed story
rbans,RBANS,Figure Recall,Memory,Delayed Recall,Visual Memory,Simultaneous,Nonverbal,Untimed,npsych_test,scaled_score,Long-term recall and reconstruction of a complex abstract figure
rbans,RBANS,List Recall,Memory,Delayed Recall,Word-List Learning,Sequential,Verbal,Untimed,npsych_test,percentile,Long-term recall of a word list
rbans,RBANS,Semantic Fluency,Verbal/Language,Fluency,Semantic Fluency,Sequential,Verbal,Timed,npsych_test,scaled_score,Semantic word fluency/generativity
rbans,RBANS,RBANS Total Index,General Cognitive Ability,General Ability,Neurocognitive Index,,,,npsych_test,standard_score,Composite indicator of brief/broad neuropsychological functioning
rbans,RBANS,Immediate Memory Index,Memory,Learning Efficiency,Immediate Memory Index,,,,npsych_test,standard_score,Composite verbal learning of a word list and a logical story
rbans,RBANS,Story Memory,Memory,Learning Efficiency,Story Memory,Sequential,Verbal,Untimed,npsych_test,scaled_score,Expository story learning
rbans,RBANS,List Learning,Memory,Learning Efficiency,Word-List Learning,Sequential,Verbal,Untimed,npsych_test,scaled_score,Word list learning
rbans,RBANS,Figure Copy,Visual Perception/Construction,Organization,Figure Copy,Simultaneous,Nonverbal,Untimed,npsych_test,scaled_score,The accuracy of copying a figure from a model
rbans,RBANS,Line Orientation,Visual Perception/Construction,Perception,Line Perception,Simultaneous,Nonverbal,Untimed,npsych_test,percentile,Basic perception of visual stimuli
rbans,RBANS,RBANS Coding,Attention/Executive,Processing Speed,Cognitive Efficiency,Planning,Nonverbal,Timed,npsych_test,scaled_score,"Efficiency of psychomotor speed, visual scanning ability, and visual-motor coordination"
rbans,RBANS,List Recognition,Memory,Recognition Memory,Recognition Memory,Sequential,Verbal,Untimed,npsych_test,percentile,Delayed recognition of a word list
rbans,RBANS,Language Index,General Cognitive Ability,Verbal/Language,Language Index,,,,npsych_test,standard_score,General language processing
rbans,RBANS,Visuospatial/Constructional Index,General Cognitive Ability,Visual Perception/Construction,Visuospatial Index,,,,npsych_test,standard_score,Broad visuospatial processing
rbans,RBANS,Picture Naming,Verbal/Language,Word Retrieval,Naming,Knowledge,Verbal,Untimed,npsych_test,percentile,Confrontation naming/expressive vocabulary
rds,Reliable Digit Span,Reliable Digit Span,Performance Validity,Cognitive Effort,Span,,,,validity_indicator,raw_score,Reliable digit span total score of
rocft,Rey Complex Figure,ROCFT Delayed Recall,Memory,Delayed Recall,Visual Memory,Simultaneous,Nonverbal,Untimed,npsych_test,t_score,"Spontaneous, long-term delayed recall (20-25 min) recall and reproduction of a complex abstract figure"
rocft,Rey Complex Figure,ROCFT Copy,Visual Perception/Construction,Organization,Figure Copy,Planning,Nonverbal,Untimed,npsych_test,t_score,"Copying of a complex figure requiring visuospatial integration, planning and organization, and efficient encoding of visuospatial material"
rsi,Rating Scale of Impairment,Domestic,Behavioral/Emotional/Social,Functional Impairment,Domestic/Home Impairments,,,,rating_scale,t_score,Impairments at home/domestic
rsi,Rating Scale of Impairment,Family,Behavioral/Emotional/Social,Functional Impairment,Family Impairment,,,,rating_scale,t_score,Impairments with family
rsi,Rating Scale of Impairment,Total Score,Behavioral/Emotional/Social,Functional Impairment,Global Functional Impairment,,,,rating_scale,t_score,A global indicator of functional impairment
rsi,Rating Scale of Impairment,Mobility,Behavioral/Emotional/Social,Functional Impairment,Mobility,,,,rating_scale,t_score,Mobility impairments
rsi,Rating Scale of Impairment,School/Work,Behavioral/Emotional/Social,Functional Impairment,School/Work,,,,rating_scale,t_score,Impairments in school/work functioning
rsi,Rating Scale of Impairment,Self-Care,Behavioral/Emotional/Social,Functional Impairment,Self-Care,,,,rating_scale,t_score,Functional impairments in self-care
rsi,Rating Scale of Impairment,Social,Behavioral/Emotional/Social,Functional Impairment,Social Impairments,,,,rating_scale,t_score,Social functioning impairment
tmt,Trail Making Test,"TMT, Part B",Attention/Executive,Attention,Attentional Fluency,Attention,Nonverbal,Timed,npsych_test,t_score,"Performance on a measures that requires cognitive flexibility, divided attention, visual search, and the ability to shift cognitive sets between number and letter sequences"
tmt,Trail Making Test,"TMT, Part A",Attention/Executive,Processing Speed,Psychomotor Speed,Planning,Nonverbal,Timed,npsych_test,t_score,"Visual search speed, scanning, speed of processing, and motor speed and coordination on Part A of the Trail Making Test"
tomm,Test of Memory Malingering,TOMM Trial 1,Performance Validity,Cognitive Effort,Forced-Choice Recognition Memory,,,,validity_indicator,raw_score,TOMM first trial
tomm,Test of Memory Malingering,TOMM Trial 2,Performance Validity,Cognitive Effort,Forced-Choice Recognition Memory,,,,validity_indicator,raw_score,TOMM second trial
topf,Test of Premorbid Functioning,TOPF Standard Score,General Cognitive Ability,Premorbid Ability,Word Reading,Knowledge,Verbal,Untimed,npsych_test,standard_score,An estimate of premorbid verbal ability level
wais4,WAIS-IV,Cancellation,Attention/Executive,Attention,Attentional Fluency,Attention,Nonverbal,Timed,npsych_test,scaled_score,Selective attention and attentional fluency on a cancellation task
wais4,WAIS-IV,Block Design,Visual Perception/Construction,Construction,Block Construction,Simultaneous,Nonverbal,Timed,npsych_test,scaled_score,Understanding visual-spatial relationships to construct unfamiliar geometric designs from a model
wais4,WAIS-IV,Full Scale (FSIQ),General Cognitive Ability,General Intelligence,Full Scale IQ,,,,npsych_test,standard_score,General intellectual ability
wais4,WAIS-IV,General Ability (GAI),General Cognitive Ability,General Intelligence,General Ability Index,,,,npsych_test,standard_score,A subset of intellectual functioning with reduced influences of working memory and processing speed
wais4,WAIS-IV,Verbal Comprehension (VCI),General Cognitive Ability,Knowledge,Crystallized Knowledge,,,,npsych_test,standard_score,"Verbal Comprehension (i.e., the ability to verbalize meaningful concepts, think about verbal information, and express oneself using words)"
wais4,WAIS-IV,Vocabulary,Verbal/Language,Knowledge,Word Knowledge,Sequential,Verbal,Untimed,npsych_test,scaled_score,Verbal concept formation and word knowledge
wais4,WAIS-IV,Information,Verbal/Language,Knowledge,World Knowledge,Sequential,Verbal,Untimed,npsych_test,scaled_score,General world knowledge and ability to recall and understand information
wais4,WAIS-IV,Coding,Attention/Executive,Processing Speed,Cognitive Efficiency,Planning,Nonverbal,Timed,npsych_test,scaled_score,"Efficiency of psychomotor speed, visual scanning ability, and visual-motor coordination"
wais4,WAIS-IV,Symbol Search,Attention/Executive,Processing Speed,Cognitive Efficiency,Attention,Nonverbal,Timed,npsych_test,scaled_score,Visual-perceptual decision-making speed
wais4,WAIS-IV,Processing Speed (PSI),General Cognitive Ability,Processing Speed,Processing Speed Index,,,,npsych_test,standard_score,Ability to quickly use reasoning to identify and apply solutions to problems
wais4,WAIS-IV,Perceptual Reasoning (PRI),General Cognitive Ability,Reasoning,Fluid Reasoning,,,,npsych_test,standard_score,"Fluid Reasoning (i.e., the ability to use reasoning to identify and apply solutions to problems)"
wais4,WAIS-IV,Figure Weights,Visual Perception/Construction,Reasoning,General Sequential Reasoning,Simultaneous,Nonverbal,Timed,npsych_test,scaled_score,General sequential (deductive) reasoning and quantitative reasoning
wais4,WAIS-IV,Matrix Reasoning,Visual Perception/Construction,Reasoning,Nonverbal Reasoning,Simultaneous,Nonverbal,Untimed,npsych_test,scaled_score,Inductive reasoning and nonverbal problem-solving
wais4,WAIS-IV,Similarities,Verbal/Language,Reasoning,Word Reasoning,Sequential,Verbal,Untimed,npsych_test,scaled_score,Verbal concept formation and abstract reasoning
wais4,WAIS-IV,Arithmetic,Attention/Executive,Working Memory,Verbal Working Memory,Attention,Verbal,Timed,npsych_test,scaled_score,Solving math word problems in working memory
wais4,WAIS-IV,Letter-Number Sequencing,Attention/Executive,Working Memory,Verbal Working Memory,Attention,Verbal,Untimed,npsych_test,scaled_score,Maintenance and resequencing of progressively lengthier number and letter strings in working memory
wais4,WAIS-IV,Working Memory (WMI),General Cognitive Ability,Working Memory,Working Memory Capacity,,,,npsych_test,standard_score,"Working memory (i.e., the ability to consciously register maintain and manipulate auditory and visual information)"
wais5,WAIS-5,Digits Forward,Attention/Executive,Attention,Attention Span,Attention,Verbal,Untimed,npsych_test,scaled_score,"Auditory attentional capacity, or how much information can be processed at once"
wais5,WAIS-5,Block Design,Visual Perception/Construction,Construction,Block Construction,Simultaneous,Nonverbal,Timed,npsych_test,scaled_score,Understanding visual-spatial relationships to construct unfamiliar geometric designs from a model
wais5,WAIS-5,Cognitive Proficiency (CPI),General Cognitive Ability,Executive,Attentional Fluency,,,,npsych_test,standard_score,Index of cognitive processing proficiency that reduces crystallized knowledge verbal reasoning and fluid reasoning demands
wais5,WAIS-5,Full Scale IQ (FSIQ),General Cognitive Ability,General Intelligence,Full Scale IQ,,,,npsych_test,standard_score,General intellectual ability
wais5,WAIS-5,General Ability (GAI),General Cognitive Ability,General Intelligence,General Ability Index,,,,npsych_test,scaled_score,A subset of intellectual functioning with reduced influences of working memory and processing speed
wais5,WAIS-5,Comprehension,Verbal/Language,Knowledge,Acquired Knowledge,Sequential,Verbal,Untimed,npsych_test,scaled_score,Practical knowledge and judgment of general principles and social situations
wais5,WAIS-5,Verbal Comprehension (VCI),General Cognitive Ability,Knowledge,Crystallized Knowledge,,,,npsych_test,standard_score,"Verbal Comprehension (i.e., the ability to verbalize meaningful concepts, think about verbal information, and express oneself using words)"
wais5,WAIS-5,Vocabulary,Verbal/Language,Knowledge,Word Knowledge,Sequential,Verbal,Untimed,npsych_test,scaled_score,Verbal concept formation and word knowledge
wais5,WAIS-5,Information,Verbal/Language,Knowledge,World Knowledge,Sequential,Verbal,Untimed,npsych_test,scaled_score,General world knowledge and ability to recall and understand information
